url_sub_page,parsed_ingredients
https://www.allrecipes.com/recipe/25132/spool-sugar-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup margarine
1 cup vegetable oil
1 cup white sugar
1 cup confectioners sugar
2 eggs
1 teaspoon vanilla extract
4 cups all-purpose flour
1 teaspoon baking soda
1 teaspoon cream of tartar"
https://www.allrecipes.com/recipe/25367/animal-crackers/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup rolled oats
.75 cup all-purpose flour
.25 teaspoon baking soda
.25 teaspoon salt
.25 cup butter"
https://www.allrecipes.com/recipe/20352/peanut-butter-playdough/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"3.5 cups peanut butter
4 cups confectioners sugar"
https://www.allrecipes.com/recipe/22878/mellow-chocolate-chip-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup butter
.5 cup packed brown sugar
.5 cup white sugar
2 eggs
.5 teaspoon vanilla extract
1.75 cups all-purpose flour
.25 cup unsweetened cocoa powder
1 teaspoon baking soda
.25 teaspoon salt"
https://www.allrecipes.com/recipe/17798/best-oatmeal-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup margarine
1 cup packed brown sugar
.5 cup white sugar
2 eggs
1 teaspoon vanilla extract
1 cup all-purpose flour
1 teaspoon baking soda
.5 teaspoon salt
.5 teaspoon ground cinnamon
2.5 cups rolled oats"
https://www.allrecipes.com/recipe/22203/cereal-treats-ii/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,.25 cup butter
https://www.allrecipes.com/recipe/19830/fudge-bonbons/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 cups semisweet chocolate chips
.25 cup butter
1 (14 ounce) can sweetened condensed milk
2 cups all-purpose flour
1 teaspoon vanilla extract"
https://www.allrecipes.com/recipe/214473/chocolate-hazelnut-spread-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup graham cracker crumbs
.5 teaspoon baking soda
1 pinch salt
1 egg"
https://www.allrecipes.com/recipe/219702/oatmeal-scotchies-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1.25 cups unsalted butter at room temperature
.75 cup brown sugar
.5 cup white sugar
1 egg
1 teaspoon vanilla extract
1.5 cups all-purpose flour
1 teaspoon baking soda
1 teaspoon salt
1 teaspoon ground cinnamon
.25 teaspoon ground nutmeg
3 cups quick-cooking rolled oats"
https://www.allrecipes.com/recipe/244853/lemon-brownies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".75 cup all-purpose flour
.75 cup white sugar
.5 cup unsalted butter
.5 teaspoon sea salt
3 eggs
2 tablespoons lemon juice
1 tablespoon lemon zest
1 cup confectioners sugar"
https://www.allrecipes.com/recipe/245296/chocolate-sugar-drop-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".75 cup white sugar
.25 cup butter
1 egg
1 teaspoon vanilla extract
1 cup all-purpose flour
.25 cup cocoa powder
.5 teaspoon baking soda"
https://www.allrecipes.com/recipe/10145/melt-in-your-mouth-cookies-i/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup butter
.33 cup confectioners sugar
1 teaspoon vanilla extract
1 cup all-purpose flour
.75 cup cornstarch
1 cup confectioners sugar
1 tablespoon melted butter"
https://www.allrecipes.com/recipe/10210/cinnamon-stars/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2.67 cups finely ground almonds
1 tablespoon ground cinnamon
1 teaspoon lemon zest
.33 cup egg whites
.125 teaspoon salt"
https://www.allrecipes.com/recipe/11450/nutty-crispy-sugar-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"5 cups all-purpose flour
2 teaspoons baking soda
2 teaspoons cream of tartar
.25 teaspoon salt
1 cup butter
2 cups white sugar
2 eggs
1 cup vegetable oil"
https://www.allrecipes.com/recipe/11608/eggnog-cookies-i/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup butter
2 cups white sugar
1 teaspoon vanilla extract
4 eggs
3 cups all-purpose flour
2 teaspoons baking powder"
https://www.allrecipes.com/recipe/11522/peppermint-patty-surprise/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 cups mint chocolate chips
.5 cup butter
1 cup white sugar
2 egg
1.5 teaspoons vanilla extract
1.5 cups all-purpose flour
1.5 teaspoons baking powder
.25 teaspoon salt
27 mini peppermint patties"
https://www.allrecipes.com/recipe/15253/chocolate-snowballs/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1.25 cups butter
.67 cup white sugar
1 teaspoon vanilla extract
2 cups all-purpose flour
.125 teaspoon salt
.5 cup unsweetened cocoa powder"
https://www.allrecipes.com/recipe/10924/jumbo-banana-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup shortening
.5 cup butter
1 cup white sugar
2 eggs
1 cup mashed bananas
.5 cup evaporated milk
1 teaspoon vanilla extract
1 teaspoon distilled white vinegar
3 cups all-purpose flour
1.5 teaspoons baking soda
.5 teaspoon salt
1 cup chopped walnuts
2.5 cups confectioners sugar
2 tablespoons butter"
https://www.allrecipes.com/recipe/11049/chocolate-chip-cookies-without-chocolate-chips/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2.5 cups all-purpose flour
2 eggs
1 teaspoon vanilla extract
.75 teaspoon salt
1 teaspoon baking soda
4 (1 ounce) squares semisweet chocolate
.75 cup chopped walnuts
1 cup white sugar"
https://www.allrecipes.com/recipe/11215/benne-wafers/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup sesame seeds
.75 cup butter
1.5 cups packed brown sugar
1 egg
1 teaspoon vanilla extract
1 cup all-purpose flour"
https://www.allrecipes.com/recipe/11437/double-chocolate-crumble-bars/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".75 cup all-purpose flour
2 tablespoons unsweetened cocoa powder
.25 teaspoon baking powder
.25 teaspoon salt
.5 cup butter
.75 cup white sugar
2 eggs
1 teaspoon vanilla extract
2 cups miniature marshmallows
1 cup semisweet chocolate chips"
https://www.allrecipes.com/recipe/10218/stir-and-drop-sugar-cookies-i/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 eggs
.67 cup corn oil
2 teaspoons vanilla extract
1 teaspoon grated lemon zest
.75 cup white sugar
2 cups sifted all-purpose flour"
https://www.allrecipes.com/recipe/10388/deluxe-chocolate-marshmallow-bars/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".75 cup butter
1.5 cups white sugar
3 eggs
1 teaspoon vanilla extract
1.33 cups all-purpose flour
.5 teaspoon baking powder
.5 teaspoon salt
3 tablespoons cocoa powder
.5 cup chopped walnuts (optional)
4 cups miniature marshmallows
1.33 cups semisweet chocolate chips
3 tablespoons butter"
https://www.allrecipes.com/recipe/10696/dutch-almond-boterkoek/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup butter
1.25 cups packed brown sugar
2 cups all-purpose flour
1 teaspoon almond extract"
https://www.allrecipes.com/recipe/10103/pecan-clouds/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 egg whites
1 teaspoon vanilla extract"
https://www.allrecipes.com/recipe/9982/oatmeal-crispies-ii/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup unsalted butter
1 cup rolled oats
3 tablespoons self-rising flour
.5 cup white sugar
1 egg"
https://www.allrecipes.com/recipe/9520/chewy-noels/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 tablespoons butter
1 cup packed brown sugar
5 tablespoons all-purpose flour
.125 teaspoon baking soda
2 eggs
1 teaspoon vanilla extract"
https://www.allrecipes.com/recipe/9517/eggnog-cookies-iii/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2.25 cups all-purpose flour
1 teaspoon baking powder
.5 teaspoon ground cinnamon
.5 teaspoon ground nutmeg
1.25 cups white sugar
.75 cup butter
.5 cup eggnog
1 teaspoon vanilla extract"
https://www.allrecipes.com/recipe/9577/worlds-best-oatmeal-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup shortening
.25 cup white sugar
.5 cup packed brown sugar
1 egg
.5 teaspoon vanilla extract
.75 cup all-purpose flour
.5 teaspoon baking soda
.5 teaspoon salt"
https://www.allrecipes.com/recipe/228273/righteous-raspberry-brownies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 teaspoon cocoa powder for dusting
4 eggs
2 cups superfine sugar
1 cup margarine
1 cup self-rising flour
1 cup chocolate chunks"
https://www.allrecipes.com/recipe/232002/amazing-oatmeal-chocolate-chip-bars/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup butter
1 cup brown sugar
.25 cup white sugar
2 eggs
1 (3.5 ounce) package vanilla pudding mix
2 teaspoons vanilla extract
1.5 cups all-purpose flour
1 teaspoon baking soda
.5 teaspoon salt"
https://www.allrecipes.com/recipe/232963/great-grandmas-swedish-spritz-recipe/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 cups butter
1 cup white sugar
2 egg yolks
1 egg white"
https://www.allrecipes.com/recipe/214776/piggies-sugar-and-cinnamon-pie-dough-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1.25 cups all-purpose flour
.25 teaspoon salt
.33 cup shortening
2 tablespoons warm water
1 tablespoon shortening"
https://www.allrecipes.com/recipe/154494/kristins-fudgy-brownies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup all-purpose flour
.25 cup unsweetened cocoa powder
.5 teaspoon baking powder
.5 teaspoon salt
1.5 cups white sugar
.75 cup melted butter
1.5 teaspoons vanilla extract
3 eggs"
https://www.allrecipes.com/recipe/143055/broiler-smores/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,4 graham crackers
https://www.allrecipes.com/recipe/81324/forever-fresh-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup butter
1 cup vegetable oil
1 cup white sugar
1 cup brown sugar
1 egg
1 teaspoon vanilla extract
.5 teaspoon salt
1 teaspoon baking soda
1 teaspoon cream of tartar (optional)
3.5 cups all-purpose flour
2 cups cornflakes cereal
1 cup oatmeal
1 cup coconut flakes"
https://www.allrecipes.com/recipe/27196/double-chocolate-chip-macadamia-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2.25 cups all-purpose flour
1 teaspoon baking soda
1 teaspoon salt
1 cup unsalted butter
.75 cup brown sugar
.75 cup white sugar
2 eggs
1.5 teaspoons vanilla extract
1 cup white chocolate chips"
https://www.allrecipes.com/recipe/26235/strawberry-cake-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 (18.25 ounce) package strawberry cake mix
2 eggs"
https://www.allrecipes.com/recipe/20395/mango-shortbread-bars/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1.5 cups butter
.5 cup white sugar
3 cups sifted all-purpose flour
4 cups sliced mango
.25 cup white sugar
.25 cup all-purpose flour"
https://www.allrecipes.com/recipe/22558/sour-cream-spritz/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup butter
.75 cup white sugar
1 egg yolk
.33 cup sour cream
1 teaspoon vanilla extract
2.75 cups all-purpose flour
1 teaspoon ground cinnamon"
https://www.allrecipes.com/recipe/25222/persimmon-bars/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup persimmon pulp
1 teaspoon baking soda
1 egg
1 cup white sugar
.5 cup vegetable oil
1 cup raisins
1.5 cups all-purpose flour
1 teaspoon ground cinnamon
1 teaspoon ground nutmeg
1 teaspoon salt
.25 teaspoon ground cloves
1 cup chopped walnuts"
https://www.allrecipes.com/recipe/25105/ma-mas-sugar-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup butter flavored shortening
1 cup white sugar
2 eggs"
https://www.allrecipes.com/recipe/24457/coconut-rum-balls/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 (12 ounce) package vanilla wafers
1.33 cups flaked coconut
1 cup finely chopped walnuts
1 (14 ounce) can sweetened condensed milk"
https://www.allrecipes.com/recipe/24467/chocolate-chip-shortbread-cookies-ii/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 cups butter
2 cups confectioners sugar
2 teaspoons vanilla extract
.5 teaspoon coconut extract
4 cups all-purpose flour
.5 teaspoon salt
1 cup miniature semisweet chocolate chips
1 cup chopped pecans"
https://www.allrecipes.com/recipe/19218/coconut-gumdrop-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup shortening
1 cup white sugar
1 cup packed brown sugar
2 eggs
1 teaspoon vanilla extract
2 cups all-purpose flour
1 teaspoon baking powder
1 teaspoon baking soda
.25 teaspoon salt
1 cup flaked coconut
2 cups rolled oats
1 cup chopped pecans"
https://www.allrecipes.com/recipe/44965/candy-cane-chocolate-chunk-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup butter
.5 cup white sugar
2 eggs
2 teaspoons vanilla extract
.5 teaspoon peppermint extract
2.75 cups all-purpose flour
1 teaspoon cream of tartar
1 teaspoon baking soda
.5 teaspoon salt
1 (5 ounce) milk chocolate candy bar"
https://www.allrecipes.com/recipe/214649/perfect-double-chocolate-peanut-candy-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup butter
.5 cup vegetable shortening
.75 cup white sugar
.67 cup packed brown sugar
1 teaspoon vanilla extract
2 eggs
.67 cup unsweetened cocoa powder
2.25 cups all-purpose flour
1 teaspoon baking soda
.25 teaspoon salt
.75 cup semi-sweet chocolate chips"
https://www.allrecipes.com/recipe/9875/soft-whole-wheat-sugar-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup white sugar
1 teaspoon baking powder
.5 teaspoon salt
.5 teaspoon baking soda
.5 cup butter flavored shortening
2 tablespoons milk
1 teaspoon apple pie spice
1 teaspoon vanilla extract
1 egg
2 cups whole wheat flour
2 teaspoons white sugar"
https://www.allrecipes.com/recipe/10583/sugar-cookies-v/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup white sugar
1 cup confectioners sugar
1 cup butter
1 cup shortening
2 eggs
4 cups all-purpose flour
1 teaspoon cream of tartar
1 teaspoon baking soda"
https://www.allrecipes.com/recipe/10470/valentine-heart-necklaces/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup butter
.75 cup white sugar
1 egg
1 teaspoon vanilla extract
1 tablespoon lemon zest
2.5 cups sifted all-purpose flour
1 teaspoon baking powder
3 cups confectioners sugar
.33 cup butter
1.5 teaspoons vanilla extract
2 tablespoons milk
3 drops red food coloring"
https://www.allrecipes.com/recipe/10560/soft-sugar-cookies-ii/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup butter
2.25 cups white sugar
2 eggs
5 cups all-purpose flour
1 teaspoon baking soda
.5 teaspoon baking powder"
https://www.allrecipes.com/recipe/10307/biscochitos-i/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"6 cups all-purpose flour
.25 teaspoon salt
3 teaspoons baking powder
2 cups shortening
1.5 cups white sugar
2 teaspoons anise seed
2 eggs
.25 cup brandy"
https://www.allrecipes.com/recipe/10219/nut-butter-balls/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup butter
.5 cup confectioners sugar
.5 teaspoon salt
1 teaspoon almond extract"
https://www.allrecipes.com/recipe/10234/caramel-chocolate-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup white sugar
1 cup packed brown sugar
1 cup margarine
2 teaspoons vanilla extract
2 eggs
2.5 cups all-purpose flour
.75 cup unsweetened cocoa powder
1 teaspoon baking soda
1 cup chopped pecans
48 chocolate covered caramel candies"
https://www.allrecipes.com/recipe/10265/jumbo-raisin-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 cups raisins
1 cup water
3.5 cups all-purpose flour
1 teaspoon baking powder
1 teaspoon baking soda
1 teaspoon salt
.5 teaspoon ground cinnamon
.5 teaspoon ground nutmeg
1 cup shortening
1.75 cups white sugar
2 eggs"
https://www.allrecipes.com/recipe/11640/chocolate-thumbprints-ii/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup butter
1 cup white sugar
2 eggs
2 (1 ounce) squares unsweetened chocolate
1 teaspoon vanilla extract
2 cups all-purpose flour
.5 teaspoon salt
48 milk chocolate candy kisses"
https://www.allrecipes.com/recipe/11218/skillet-cookies-i/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"8 tablespoons butter
8 ounces dates
2 egg yolks
.75 cup white sugar
1 cup crisp rice cereal"
